dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Wheat III,2003/4,4,0,11,12,23.7008,1.4793,0.024374,0.13857,0.19721,0.26864,0.29634,0.33697,0.37832,0.44178,0.47323,0.50166,0.54963,0.59363,0.64636,0.6781,0.73566,0.75525,0.80547,0.83016,0.86338,0.8942,0.92755,0.94363,0.96648,0.96566,0.96461,0.9768,0.94837,0.93662,0.95794,0.93387,0.94406,0.94185,0.91132,0.92934,0.96348,0.98809,0.98192,0.98058,0.91606,0.89974,0.85444,0.85018,0.82403,0.79211,0.78895,0.78596,0.7807,0.77142,0.75273,0.74946,0.69811
Wheat III,2003/4,4,0,12,12,16.7953,1.4945,0.026468,0.066817,0.10433,0.13965,0.21531,0.2661,0.31143,0.36289,0.41964,0.45687,0.50202,0.53824,0.56467,0.62938,0.65945,0.697,0.70878,0.7556,0.75382,0.7948,0.79914,0.8259,0.85049,0.88406,0.88493,0.91301,0.93443,0.96433,0.96145,0.98576,0.99089,0.99676,0.99531,0.98665,0.99297,0.9963,0.99431,0.97881,0.96895,0.97336,0.95067,0.94132,0.93504,0.90022,0.90373,0.85628,0.82685,0.77589,0.71182,0.61587,0.52268
Wheat III,2003/4,7,0,5,11,11.7126,1.2864,0.0677,0.22192,0.28664,0.38039,0.43237,0.47115,0.52524,0.56525,0.60753,0.62516,0.64576,0.68341,0.75056,0.74756,0.81361,0.83013,0.84203,0.87231,0.89383,0.88456,0.91728,0.89694,0.9108,0.90614,0.90001,0.9045,0.92255,0.91466,0.92379,0.93879,0.9757,0.9844,0.9923,0.95911,0.98128,0.98273,0.93014,0.93697,0.91898,0.90319,0.91572,0.90257,0.88874,0.91017,0.90701,0.85311,0.86792,0.84635,0.82813,0.80883,0.81167
Wheat III,2003/4,7,0,7,11,15.4528,1.2864,0.03893,0.16154,0.22827,0.28976,0.34308,0.37948,0.40639,0.43761,0.4689,0.50158,0.54922,0.59919,0.60773,0.67492,0.7177,0.77083,0.80211,0.81571,0.83755,0.86016,0.87612,0.90081,0.90569,0.92782,0.94484,0.94331,0.9504,0.94665,0.94718,0.99361,0.98995,0.98309,0.98678,0.99266,0.97963,0.96624,0.95319,0.95609,0.94282,0.94648,0.93841,0.93455,0.92545,0.91711,0.90795,0.88829,0.87771,0.85817,0.80881,0.7906,0.72846
Wheat III,2003/4,7,0,8,11,20.5118,1.3262,0.018486,0.16904,0.24977,0.3201,0.36845,0.43414,0.48938,0.53513,0.57974,0.59712,0.63027,0.67136,0.72495,0.78576,0.83444,0.83773,0.8716,0.8749,0.87895,0.89037,0.92302,0.9216,0.92166,0.92306,0.93447,0.94979,0.95351,0.94831,0.95165,0.95863,0.97111,0.98235,0.96105,0.98185,0.98078,0.98772,0.97997,0.98659,0.9608,0.95298,0.94369,0.93733,0.94271,0.91802,0.91857,0.90207,0.888,0.86819,0.83275,0.78598,0.68878
Wheat III,2003/4,7,0,9,11,23.4783,1.3223,0.036751,0.12713,0.1908,0.26935,0.30535,0.32054,0.30579,0.34546,0.36736,0.42477,0.44347,0.4955,0.58846,0.62309,0.69919,0.75991,0.77578,0.80785,0.8306,0.8507,0.88886,0.88815,0.89564,0.9048,0.91381,0.93663,0.94746,0.9257,0.96712,0.95647,0.98654,0.97923,0.95314,0.97392,0.98275,0.95748,0.96006,0.94899,0.95636,0.9608,0.95693,0.94202,0.93601,0.94604,0.91408,0.91693,0.93766,0.95568,0.89565,0.82696,0.72272
Wheat III,2003/4,7,0,10,11,26.4587,1.494,0.021556,0.099364,0.16952,0.23425,0.27888,0.31648,0.36385,0.39366,0.42548,0.47386,0.53824,0.59692,0.6478,0.68809,0.69995,0.72096,0.74184,0.77109,0.796,0.83088,0.84218,0.86358,0.88042,0.91206,0.91911,0.92854,0.94149,0.95239,0.95984,0.96598,0.96073,0.98085,0.99116,0.98852,0.98705,0.98093,0.99597,0.97079,0.95008,0.93754,0.91403,0.92493,0.93972,0.92971,0.93941,0.94036,0.92307,0.9161,0.88385,0.82187,0.68396
Wheat III,2003/4,7,0,11,11,21.3091,1.4946,0.022334,0.083343,0.14871,0.19168,0.23444,0.25987,0.28563,0.3078,0.35055,0.39163,0.44072,0.48055,0.52734,0.55706,0.60798,0.62723,0.65445,0.69753,0.73423,0.75403,0.78715,0.80227,0.81787,0.83782,0.86733,0.86397,0.88681,0.89645,0.90428,0.91184,0.94189,0.94504,0.96128,0.97567,0.99074,0.99633,0.99399,0.97844,0.96394,0.95043,0.9404,0.9174,0.90507,0.89902,0.87054,0.84513,0.80523,0.79115,0.76583,0.68157,0.57242
Wheat III,2003/4,9,0,7,11,20.0531,1.4451,0.017162,0.17452,0.24381,0.29065,0.36778,0.42493,0.48478,0.53651,0.58923,0.61869,0.64689,0.6667,0.68477,0.71067,0.75204,0.75091,0.77102,0.79479,0.85254,0.87523,0.91819,0.93058,0.95445,0.95158,0.96437,0.96975,0.96959,0.96471,0.98312,0.98353,0.98536,0.98337,0.97103,0.95351,0.9602,0.93567,0.93628,0.9158,0.91565,0.89456,0.87053,0.83984,0.82811,0.80689,0.79938,0.77015,0.73691,0.7443,0.71149,0.65693,0.61749
Wheat III,2003/4,9,0,8,11,23.3189,1.494,0.03307,0.17844,0.2857,0.37999,0.44588,0.49199,0.53472,0.56767,0.59467,0.65078,0.65236,0.67466,0.68783,0.7123,0.73262,0.7197,0.75742,0.76653,0.8205,0.88842,0.90135,0.92755,0.95393,0.95954,0.97085,0.97544,0.96604,0.98538,0.99253,0.9761,0.99981,0.9716,0.96887,0.96369,0.96717,0.95909,0.95074,0.93451,0.94636,0.93408,0.91696,0.91694,0.92743,0.93045,0.89451,0.88896,0.86807,0.84828,0.80872,0.77023,0.72087
Wheat III,2003/4,9,0,9,11,25.748,1.5261,0.023392,0.1435,0.19314,0.27727,0.34355,0.40536,0.46861,0.49852,0.52988,0.55945,0.58829,0.60693,0.64913,0.67437,0.70886,0.74424,0.77719,0.81305,0.84255,0.88559,0.91711,0.93377,0.9553,0.95536,0.97788,0.97248,0.96258,0.98558,0.99315,0.9903,0.98904,0.96946,0.97066,0.95902,0.94074,0.94094,0.94491,0.94522,0.95124,0.94119,0.93291,0.91827,0.91579,0.90184,0.88497,0.88699,0.85368,0.82822,0.79979,0.76608,0.67891
Wheat III,2003/4,9,0,10,11,26.9764,1.5287,0.020382,0.13756,0.22319,0.29282,0.33431,0.40864,0.45663,0.4938,0.543,0.5534,0.57264,0.61984,0.62917,0.67933,0.7144,0.75255,0.79923,0.83099,0.87337,0.88752,0.88957,0.92371,0.93588,0.95639,0.96552,0.96765,0.9827,0.98971,0.99551,0.98753,0.98777,0.96839,0.97286,0.97056,0.97495,0.96631,0.9525,0.95398,0.94189,0.92584,0.92001,0.92088,0.91498,0.89605,0.91621,0.9016,0.88086,0.85964,0.83096,0.79009,0.68641
Wheat III,2003/4,9,0,11,11,23.2362,1.5287,0.010723,0.078871,0.14068,0.1937,0.25493,0.29982,0.33857,0.36796,0.4155,0.44425,0.49396,0.53948,0.58091,0.62661,0.67092,0.73442,0.76311,0.79471,0.82867,0.84414,0.85597,0.86991,0.881,0.88934,0.90962,0.92524,0.94821,0.95884,0.98651,0.98142,0.98681,0.99127,0.97303,0.97398,0.98959,0.9935,0.99138,0.98263,0.97739,0.97063,0.94346,0.94263,0.92459,0.89901,0.88373,0.86309,0.8379,0.791,0.75588,0.70273,0.60926
Wheat III,2004/5,1,0,2,11,10.1821,0.31943,0.067337,0.22902,0.24405,0.31515,0.27222,0.38205,0.44245,0.42469,0.45275,0.48084,0.51442,0.49125,0.52967,0.6441,0.62129,0.68184,0.65555,0.66585,0.67262,0.78431,0.79342,0.8028,0.8102,0.81818,0.84053,0.82183,0.80972,0.83889,0.90072,0.90478,0.93628,0.94932,0.9136,0.93346,0.90222,0.92287,0.93105,0.95648,0.96582,0.925,0.92089,0.91601,0.96665,0.93986,0.98091,0.91928,0.94672,0.86751,0.83579,0.81174,0.80871
Wheat III,2004/5,1,0,3,11,11.171,0.42366,0.092561,0.16485,0.20122,0.27805,0.31567,0.32119,0.34497,0.38093,0.40896,0.40698,0.40997,0.48214,0.50798,0.5239,0.53662,0.60752,0.60064,0.64518,0.69061,0.7419,0.75668,0.78684,0.79444,0.84451,0.81015,0.83531,0.87155,0.89565,0.86929,0.92694,0.92118,0.94405,0.93723,0.94656,0.94779,0.96699,0.9655,0.95918,0.96155,0.96976,0.94143,0.92867,0.93129,0.90877,0.92518,0.9608,0.87596,0.91713,0.86633,0.82935,0.80433
Wheat III,2004/5,1,0,4,11,10.2393,0.52008,0.02587,0.12775,0.2077,0.24168,0.31607,0.3656,0.41247,0.45079,0.49799,0.55144,0.55794,0.60305,0.61645,0.65457,0.68422,0.71479,0.75486,0.78127,0.79968,0.84532,0.85508,0.90364,0.92625,0.95301,0.95484,0.97376,0.97613,0.98727,0.96594,0.95882,0.94616,0.94757,0.91894,0.92496,0.95593,0.95881,0.9141,0.95145,0.92558,0.93504,0.90911,0.89828,0.91045,0.87498,0.8965,0.89197,0.87274,0.86178,0.82946,0.80194,0.78343
Wheat III,2004/5,1,0,5,11,11.3983,0.59364,0.030141,0.1269,0.20471,0.26209,0.32976,0.39946,0.45092,0.49882,0.55868,0.57881,0.61762,0.6378,0.64465,0.6873,0.71753,0.72138,0.76259,0.83584,0.8749,0.89512,0.91203,0.92109,0.93634,0.93783,0.95556,0.96533,0.95901,0.96797,0.95732,0.94113,0.96287,0.96473,0.97459,0.95993,0.98472,0.95989,0.95665,0.9465,0.94531,0.94703,0.94143,0.94497,0.94419,0.94291,0.91328,0.89127,0.8981,0.87808,0.88508,0.8572,0.82516
Wheat III,2004/5,1,0,6,11,14.5165,0.73373,0.055172,0.22609,0.3402,0.36355,0.42749,0.44463,0.48556,0.49307,0.52796,0.55431,0.60457,0.63832,0.66595,0.67822,0.70218,0.698,0.74579,0.8114,0.85207,0.8699,0.90344,0.91857,0.93485,0.93518,0.97038,0.96082,0.96557,0.98637,0.97814,0.98831,0.98307,0.97844,0.97898,0.96945,0.97924,0.96419,0.94552,0.92632,0.91696,0.91403,0.8998,0.91881,0.88701,0.88307,0.89472,0.8777,0.85443,0.82624,0.79102,0.75859,0.73295
Wheat III,2004/5,1,0,7,11,16.3785,1.0028,0.066788,0.21886,0.28137,0.3326,0.40105,0.44882,0.49584,0.55765,0.5659,0.62883,0.6545,0.71509,0.74895,0.75632,0.78538,0.81635,0.82469,0.86497,0.89492,0.92762,0.96343,0.96758,0.96564,0.98094,0.98411,0.97978,0.98747,0.98609,0.97256,0.96712,0.97156,0.9609,0.95346,0.9546,0.93989,0.93414,0.9458,0.94353,0.9188,0.90248,0.88185,0.88088,0.87009,0.84842,0.82253,0.81467,0.77826,0.77202,0.75382,0.71076,0.69327
Wheat III,2004/5,1,0,8,11,20.8961,1.0813,0.051319,0.21135,0.28532,0.35152,0.4274,0.4521,0.51411,0.56423,0.60804,0.65095,0.68168,0.69872,0.71669,0.71921,0.72558,0.7054,0.74784,0.7953,0.83571,0.84493,0.87683,0.89996,0.90873,0.92258,0.94657,0.94217,0.95561,0.96959,0.97435,0.9864,0.97502,0.95532,0.98232,0.98265,0.96882,0.94939,0.95756,0.95625,0.95218,0.96275,0.96841,0.97168,0.93594,0.94024,0.924,0.90539,0.90668,0.87025,0.81465,0.75533,0.70389
Wheat III,2004/5,1,0,9,11,27.3298,1.1148,0.010835,0.14361,0.21887,0.28984,0.35874,0.41874,0.49695,0.53544,0.57715,0.59952,0.626,0.64898,0.66256,0.6838,0.69469,0.74031,0.76012,0.78491,0.85864,0.88072,0.933,0.94434,0.94998,0.96151,0.97593,0.98119,0.97075,0.95783,0.94391,0.89745,0.93834,0.92616,0.93739,0.92665,0.92898,0.9716,0.97085,0.97872,0.98684,0.97882,0.98196,0.98213,0.96745,0.94171,0.92716,0.91573,0.9097,0.89621,0.85769,0.81241,0.78122
Wheat III,2004/5,1,0,10,11,28.968,1.2391,0.036286,0.21606,0.3208,0.37133,0.42966,0.44994,0.50064,0.53038,0.55584,0.58024,0.58386,0.61009,0.61883,0.64246,0.67148,0.69375,0.71875,0.80218,0.85321,0.89797,0.91637,0.93944,0.94984,0.97773,0.98138,0.99076,0.98583,0.97502,0.96913,0.97287,0.96614,0.95624,0.95617,0.96801,0.95793,0.96899,0.97296,0.96453,0.96609,0.97752,0.96627,0.95747,0.94227,0.94544,0.94138,0.91709,0.9023,0.89513,0.8721,0.83394,0.80508
Wheat III,2004/5,1,0,11,11,25.5443,1.3663,0.011032,0.16699,0.26641,0.3351,0.37303,0.42078,0.46543,0.49845,0.52512,0.55458,0.56303,0.59666,0.61359,0.61762,0.63392,0.66689,0.69922,0.75747,0.80137,0.83874,0.87375,0.89788,0.91243,0.9229,0.93846,0.95521,0.96374,0.98356,0.96392,0.96313,0.97748,0.98504,0.99613,0.99362,0.98311,0.98319,0.96804,0.97449,0.96388,0.95505,0.94527,0.96087,0.95432,0.95961,0.94758,0.94711,0.92695,0.90002,0.86662,0.82444,0.77091
Wheat III,2004/5,2,0,3,11,8.281,0.55208,0.02336,0.11652,0.14021,0.22789,0.28749,0.26501,0.29539,0.36099,0.35565,0.42573,0.47271,0.5035,0.56749,0.57233,0.61692,0.64091,0.66887,0.68846,0.70004,0.74411,0.74803,0.81306,0.85405,0.87376,0.9274,0.92785,0.94271,0.93527,0.94444,0.96857,0.9535,0.96665,0.96685,0.9722,0.96946,0.98234,0.98119,0.96985,0.96907,0.93203,0.94449,0.9457,0.92729,0.92965,0.94149,0.91677,0.88004,0.88502,0.84634,0.8095,0.77327
Wheat III,2004/5,2,0,4,11,8.5259,0.55409,0.042455,0.16612,0.2386,0.30977,0.40136,0.45465,0.51632,0.58131,0.61431,0.64313,0.65812,0.70145,0.71137,0.75433,0.74458,0.75845,0.76836,0.77411,0.79706,0.82093,0.88038,0.90078,0.93316,0.91049,0.92774,0.9462,0.95597,0.96636,0.99533,0.98145,0.97538,0.9885,0.965,0.96719,0.96333,0.9596,0.9761,0.95477,0.9519,0.95988,0.92662,0.92357,0.91428,0.90084,0.90871,0.90241,0.90098,0.86978,0.84471,0.81908,0.80961
Wheat III,2004/5,2,0,5,11,9.3968,0.5974,0.050573,0.17973,0.27973,0.33029,0.41399,0.47624,0.52033,0.59143,0.59591,0.61417,0.65809,0.69331,0.72462,0.72164,0.75772,0.74279,0.76761,0.80813,0.85962,0.87326,0.89953,0.91825,0.92111,0.91806,0.93475,0.93989,0.97114,0.94894,0.94742,0.96405,0.96513,0.95995,0.96686,0.9625,0.94358,0.96234,0.94785,0.97889,0.95723,0.95436,0.95253,0.93788,0.93427,0.94737,0.91577,0.93511,0.91476,0.91604,0.90772,0.85737,0.82987
Wheat III,2004/5,2,0,6,11,11.4871,0.61317,0.056923,0.1929,0.29069,0.37332,0.44061,0.52594,0.57965,0.61005,0.64779,0.66017,0.65295,0.69274,0.69567,0.69122,0.74551,0.76163,0.77466,0.82836,0.85599,0.87835,0.8776,0.91186,0.91596,0.89622,0.94914,0.94359,0.93272,0.92838,0.95663,0.95634,0.98098,0.98456,0.96458,0.96254,0.96536,0.93656,0.96383,0.97291,0.93857,0.95891,0.91647,0.91502,0.90709,0.89061,0.87985,0.86554,0.85909,0.85379,0.81471,0.80149,0.76992
Wheat III,2004/5,2,0,7,11,12.974,0.82636,0.074372,0.22482,0.33498,0.4245,0.42354,0.4659,0.48725,0.52612,0.55972,0.58971,0.60312,0.65969,0.65322,0.69988,0.71119,0.76603,0.79871,0.84278,0.89815,0.87009,0.90458,0.8941,0.90889,0.96348,0.96361,0.93691,0.9518,0.94044,0.94996,0.96403,0.96884,0.99005,0.96198,0.95131,0.95355,0.96565,0.96648,0.94836,0.9564,0.93963,0.94483,0.91804,0.90907,0.89932,0.87699,0.87633,0.87266,0.85553,0.8301,0.7776,0.7651
Wheat III,2004/5,2,0,8,11,18.9474,1.1157,0.019937,0.19147,0.30346,0.36745,0.40707,0.45463,0.48599,0.53344,0.58052,0.61554,0.64435,0.67011,0.69119,0.7186,0.77969,0.80693,0.83691,0.8634,0.86963,0.89008,0.92613,0.94118,0.9459,0.95685,0.95536,0.96871,0.9712,0.98655,0.97819,0.96596,0.96246,0.96531,0.97599,0.96014,0.96693,0.9642,0.97239,0.95485,0.96054,0.94765,0.95339,0.95256,0.93519,0.91929,0.90925,0.89455,0.87875,0.85597,0.82829,0.78885,0.76239
Wheat III,2004/5,2,0,9,11,21.8255,1.2641,0.026102,0.20141,0.29669,0.35523,0.4074,0.45574,0.49068,0.50503,0.53119,0.55271,0.56109,0.59417,0.60721,0.62479,0.6675,0.70998,0.74943,0.79021,0.81438,0.86267,0.86204,0.88551,0.91517,0.92853,0.94221,0.95612,0.96431,0.97156,0.96846,0.98025,0.97642,0.96382,0.96739,0.95325,0.96469,0.96087,0.97425,0.98118,0.98742,0.99318,0.98494,0.97459,0.96185,0.95778,0.95972,0.93811,0.91888,0.88184,0.84318,0.79829,0.75186
Wheat III,2004/5,2,0,10,11,24.3069,1.2892,0.035552,0.19872,0.28625,0.37043,0.43887,0.4606,0.49174,0.51315,0.53621,0.566,0.58665,0.63091,0.64499,0.67702,0.71426,0.75842,0.80172,0.83542,0.85584,0.87992,0.894,0.91672,0.92197,0.94094,0.95088,0.9584,0.97117,0.97735,0.98812,0.99868,0.98089,1.0005,0.98082,0.99355,0.97624,0.95167,0.94484,0.93938,0.953,0.94604,0.94273,0.95756,0.95508,0.94562,0.94325,0.92618,0.91583,0.8904,0.86174,0.80811,0.78428
Wheat III,2004/5,2,0,11,11,23.2199,1.2892,0.022563,0.15818,0.26151,0.34964,0.39631,0.44307,0.47311,0.49752,0.51681,0.54255,0.57502,0.60239,0.62604,0.65169,0.6902,0.73128,0.76753,0.82282,0.84015,0.85652,0.88839,0.90885,0.92175,0.93696,0.94749,0.95405,0.96482,0.97585,0.97328,0.97585,0.97885,0.97911,0.97797,0.97562,0.98459,0.98915,0.98281,0.96192,0.96224,0.94848,0.93936,0.94317,0.937,0.94154,0.93575,0.93335,0.92298,0.8892,0.83738,0.7965,0.75498
Wheat III,2003/4,2,0,5,11,11.2677,0.66104,0.060168,0.19856,0.3148,0.40516,0.39575,0.44079,0.47776,0.542,0.56713,0.62273,0.62685,0.66933,0.70445,0.71312,0.74729,0.77772,0.79181,0.82292,0.89524,0.88463,0.92203,0.92286,0.96679,0.97441,0.95893,0.94636,0.98245,0.96584,0.98444,0.96536,0.96023,0.95276,0.93314,0.94462,0.95243,0.94945,0.99385,0.91408,0.92048,0.90185,0.89504,0.89786,0.87206,0.89399,0.87337,0.86995,0.85454,0.85667,0.81578,0.82819,0.80651
Wheat III,2003/4,2,0,6,11,11.7874,0.7503,0.085388,0.332,0.42867,0.48303,0.5485,0.55234,0.61468,0.62595,0.64209,0.67116,0.70128,0.69825,0.7082,0.77636,0.75766,0.75992,0.80016,0.82451,0.87503,0.90341,0.92147,0.92772,0.93703,0.96427,0.95199,0.95559,0.95826,0.96404,0.96469,0.98231,0.95005,0.99837,0.97873,0.9788,0.94344,0.9549,0.96741,0.95672,0.9392,0.92726,0.94007,0.91719,0.92194,0.93198,0.91229,0.84107,0.8709,0.86845,0.86121,0.85405,0.82853
Wheat III,2003/4,2,0,7,11,14.5925,0.87301,0.058812,0.25635,0.32719,0.37609,0.39112,0.43839,0.4646,0.47333,0.50995,0.56879,0.55449,0.61532,0.63136,0.65564,0.66405,0.70412,0.75507,0.80926,0.8578,0.85925,0.9137,0.91949,0.94348,0.95931,0.95992,0.9968,0.97848,0.98252,0.97269,0.99102,0.9683,0.96867,0.94204,0.9381,0.92099,0.89913,0.9115,0.90049,0.86426,0.88236,0.85394,0.8491,0.8408,0.86592,0.85533,0.80458,0.79667,0.7951,0.79226,0.78761,0.76009
Wheat III,2003/4,2,0,8,11,19.1732,1.2726,0.022746,0.20567,0.28298,0.32803,0.38623,0.43208,0.44952,0.51037,0.53495,0.56076,0.58059,0.61291,0.67016,0.71356,0.75952,0.81828,0.83888,0.87346,0.89354,0.91372,0.90594,0.95173,0.9423,0.96194,0.97276,0.98762,0.99032,0.98748,0.96475,0.9564,0.95985,0.95522,0.9687,0.934,0.91349,0.90554,0.88543,0.88007,0.88042,0.87264,0.85034,0.82667,0.82542,0.83297,0.80319,0.80726,0.78607,0.77967,0.747,0.70119,0.65269
Wheat III,2003/4,2,0,9,11,22.0276,1.3135,0.037224,0.12072,0.2156,0.24963,0.31404,0.34086,0.42345,0.44813,0.4906,0.51946,0.53748,0.55542,0.59923,0.65529,0.6454,0.73576,0.76458,0.80573,0.84919,0.88094,0.89242,0.92669,0.92579,0.95415,0.94969,0.95177,0.95804,0.98188,0.97339,0.96835,0.97748,0.9637,0.91511,0.92266,0.95949,0.96059,0.97387,0.95116,0.97111,0.95503,0.98247,0.98286,0.97134,0.96085,0.96434,0.92062,0.94237,0.91818,0.90743,0.83824,0.80398
Wheat III,2003/4,2,0,10,11,23.689,1.5902,0.03111,0.13128,0.1869,0.22358,0.28683,0.35677,0.40782,0.43342,0.46581,0.52173,0.54974,0.57971,0.65017,0.67776,0.74201,0.77056,0.79599,0.82075,0.83484,0.84195,0.86507,0.86805,0.89431,0.90635,0.94012,0.95303,0.96008,0.9254,0.935,0.96945,0.96997,0.98648,0.99367,0.9607,0.9905,0.98786,0.98422,0.97694,0.97118,0.97716,0.95693,0.93773,0.94025,0.92858,0.92235,0.89614,0.89477,0.874,0.83502,0.76178,0.66541
Wheat III,2003/4,2,0,11,11,17.7598,1.8633,0.02372,0.094941,0.13327,0.18369,0.24486,0.27594,0.31587,0.37622,0.41101,0.48226,0.50585,0.53999,0.57503,0.61372,0.62946,0.6555,0.67657,0.71448,0.7294,0.75745,0.79173,0.82294,0.83402,0.87567,0.88382,0.9054,0.92419,0.93535,0.94491,0.97065,0.9803,0.96737,0.99633,0.97337,0.98201,0.96907,0.97423,0.97527,0.97475,0.97322,0.94676,0.92095,0.89113,0.86089,0.82172,0.76345,0.7625,0.75863,0.76167,0.68972,0.638
Wheat III,2003/4,3,0,10,11,23.9173,1.5366,0.02187,0.17394,0.23275,0.2761,0.32847,0.37221,0.4288,0.44074,0.52253,0.54971,0.5641,0.59552,0.6548,0.72909,0.75834,0.80168,0.82867,0.86866,0.88027,0.90787,0.92059,0.93611,0.96653,0.95944,0.96292,0.96084,0.96406,0.95531,0.96266,0.96049,0.96211,0.95626,0.96558,0.98515,0.98044,0.96571,0.96011,0.96089,0.92153,0.90733,0.92394,0.89744,0.88597,0.88686,0.89738,0.89108,0.85808,0.83171,0.79931,0.75857,0.69464
Wheat III,2003/4,3,0,11,11,20.624,1.8164,0.030448,0.080487,0.10431,0.1179,0.15213,0.19123,0.23188,0.28543,0.3379,0.3887,0.4267,0.48787,0.54584,0.58048,0.63283,0.6763,0.70522,0.73768,0.76326,0.78766,0.81311,0.8421,0.87255,0.88909,0.90427,0.93375,0.92773,0.96078,0.98803,0.99012,0.98295,0.98505,0.9877,0.98762,0.99295,0.9834,0.97926,0.96407,0.96072,0.9519,0.94061,0.92338,0.91446,0.88491,0.87909,0.85828,0.8416,0.81009,0.76953,0.72205,0.60851
Wheat III,2003/4,4,0,5,12,10.0079,0.59841,0.051609,0.24752,0.31954,0.38758,0.44469,0.48373,0.49373,0.54417,0.56984,0.60563,0.62828,0.6415,0.70088,0.75903,0.78246,0.7982,0.81802,0.83716,0.83165,0.83412,0.83167,0.89069,0.88773,0.90639,0.91705,0.91442,0.91197,0.94873,0.97379,0.98129,0.97312,0.98073,0.97573,0.97645,0.96126,0.97136,0.96174,0.96709,0.97405,0.95813,0.94685,0.9364,0.95756,0.92568,0.89717,0.90643,0.8601,0.89458,0.8508,0.79439,0.78578
Wheat III,2003/4,4,0,6,12,11.3701,0.60018,0.05182,0.19383,0.27831,0.36992,0.38223,0.3784,0.42379,0.46165,0.49871,0.53956,0.55335,0.57035,0.605,0.65185,0.73051,0.78455,0.77179,0.80369,0.82217,0.85249,0.86326,0.89385,0.9142,0.91815,0.90909,0.98019,0.93618,0.9431,0.92975,0.90095,0.91614,0.93992,0.95413,0.9347,0.94917,0.97357,0.93991,0.93376,0.91605,0.90931,0.90247,0.88634,0.88648,0.88547,0.8956,0.87271,0.83237,0.83257,0.79703,0.75138,0.70368
Wheat III,2003/4,4,0,7,12,11.0394,0.71299,0.032007,0.21764,0.29958,0.3613,0.39567,0.46301,0.4841,0.47742,0.51484,0.57208,0.57814,0.58576,0.62959,0.659,0.68765,0.74807,0.77557,0.83431,0.80851,0.83661,0.87487,0.89936,0.89848,0.92568,0.92637,0.93093,0.95829,0.95476,0.97365,0.95723,0.973,0.96388,0.95436,0.96928,0.95902,0.94458,0.93706,0.89847,0.95073,0.89725,0.9126,0.95309,0.93395,0.88861,0.8843,0.85787,0.81819,0.82834,0.81473,0.77271,0.7179
Wheat III,2003/4,4,0,11,12,23.7008,1.4603,0.024374,0.13857,0.19721,0.26864,0.29634,0.33697,0.37832,0.44178,0.47323,0.50166,0.54963,0.59363,0.64636,0.6781,0.73566,0.75525,0.80547,0.83016,0.86338,0.8942,0.92755,0.94363,0.96648,0.96566,0.96461,0.9768,0.94837,0.93662,0.95794,0.93387,0.94406,0.94185,0.91132,0.92934,0.96348,0.98809,0.98192,0.98058,0.91606,0.89974,0.85444,0.85018,0.82403,0.79211,0.78895,0.78596,0.7807,0.77142,0.75273,0.74946,0.69811
Wheat III,2003/4,4,0,12,12,16.7953,1.75,0.026468,0.066817,0.10433,0.13965,0.21531,0.2661,0.31143,0.36289,0.41964,0.45687,0.50202,0.53824,0.56467,0.62938,0.65945,0.697,0.70878,0.7556,0.75382,0.7948,0.79914,0.8259,0.85049,0.88406,0.88493,0.91301,0.93443,0.96433,0.96145,0.98576,0.99089,0.99676,0.99531,0.98665,0.99297,0.9963,0.99431,0.97881,0.96895,0.97336,0.95067,0.94132,0.93504,0.90022,0.90373,0.85628,0.82685,0.77589,0.71182,0.61587,0.52268
Wheat III,2003/4,7,0,5,11,11.7126,0.57228,0.0677,0.22192,0.28664,0.38039,0.43237,0.47115,0.52524,0.56525,0.60753,0.62516,0.64576,0.68341,0.75056,0.74756,0.81361,0.83013,0.84203,0.87231,0.89383,0.88456,0.91728,0.89694,0.9108,0.90614,0.90001,0.9045,0.92255,0.91466,0.92379,0.93879,0.9757,0.9844,0.9923,0.95911,0.98128,0.98273,0.93014,0.93697,0.91898,0.90319,0.91572,0.90257,0.88874,0.91017,0.90701,0.85311,0.86792,0.84635,0.82813,0.80883,0.81167
Wheat III,2003/4,7,0,7,11,15.4528,1.0744,0.03893,0.16154,0.22827,0.28976,0.34308,0.37948,0.40639,0.43761,0.4689,0.50158,0.54922,0.59919,0.60773,0.67492,0.7177,0.77083,0.80211,0.81571,0.83755,0.86016,0.87612,0.90081,0.90569,0.92782,0.94484,0.94331,0.9504,0.94665,0.94718,0.99361,0.98995,0.98309,0.98678,0.99266,0.97963,0.96624,0.95319,0.95609,0.94282,0.94648,0.93841,0.93455,0.92545,0.91711,0.90795,0.88829,0.87771,0.85817,0.80881,0.7906,0.72846
